Speed,LapDistPct,Lat,Lon,Brake,Throttle,RPM,SteeringWheelAngle,Gear,Clutch,ABSActive,DRSActive,LatAccel,LongAccel,VertAccel,Yaw,YawRate,PositionType
67.6401,0.01941731,52.38968889200861,4.541265782363604,0,1,7626.161,-0.030656153,6,1,false,false,-1.4573864,0.75175536,8.535149,-0.010874,-0.011898541,3
67.65578,0.019685324,52.38969823826715,4.54127224472369,0,1,7635.0435,-0.031477083,6,1,false,false,-1.1092875,0.94268733,9.302171,-0.01104724,-0.009216813,3
67.6713,0.0199534,52.389707584525695,4.541278707083776,0,1,7646.815,-0.032298014,6,1,false,false,-0.7280575,0.7735471,8.767721,-0.01118893,-0.0076417006,3
67.68793,0.020221533,52.389716930509984,4.541285169219754,0,1,7663.0835,-0.03120369,6,1,false,false,-1.2376548,0.97682875,10.335099,-0.011324168,-0.007960776,3
67.706375,0.020489741,52.38972627676853,4.541291631579839,0,1,7664.9717,-0.028740136,6,1,false,false,-0.91649395,1.0736481,10.230242,-0.011448762,-0.007162865,3
67.726036,0.020758022,52.38973562302707,4.5412980939399255,0,1,7650.472,-0.026824886,6,1,false,false,-0.65098464,1.0484781,10.816503,-0.011561434,-0.0070571573,3
67.74421,0.021026375,52.38974487933072,4.541304556300011,0,1,7650.795,-0.023540413,6,1,false,false,-0.855001,0.9152977,9.8283615,-0.01166922,-0.005650953,3
67.760666,0.0212948,52.389754225315016,4.5413111654504235,0,1,7657.7085,-0.022445332,6,1,false,false,-0.98149353,0.88302416,10.688069,-0.011744107,-0.003385595,3
67.77741,0.021563288,52.38976357157356,4.541317627810509,0,1,7657.767,-0.021897793,6,1,false,false,-0.49149233,0.93240774,9.18005,-0.011783857,-0.001464971,3
67.79401,0.021831838,52.389772917832104,4.541324090170595,0,1,7660.813,-0.021897793,6,1,false,false,-0.74457157,0.90937734,9.963848,-0.01179853,-3.7405618e-05,3
67.81008,0.022100452,52.38978226409065,4.54133055253068,0,1,7669.711,-0.022719488,6,1,false,false,-0.48648274,0.80787826,9.139423,-0.01178652,0.0014144267,3
67.82658,0.02236913,52.38979161007494,4.541337161681092,0,1,7675.191,-0.02436058,6,1,false,false,-0.6039192,0.93897235,9.227703,-0.011759792,0.002193172,3
67.84502,0.022637878,52.38980095633348,4.541343624041178,0,1,7674.6846,-0.025729805,6,1,false,false,-0.63530886,0.9469771,10.557422,-0.011713563,0.0035101385,3
67.86158,0.02290669,52.389810302592025,4.5413500864012635,0,1,7676.1626,-0.027098285,6,1,false,false,-0.42007512,0.8275133,9.264326,-0.011652129,0.0036893822,3
67.87921,0.023175567,52.38981964885057,4.541356548537242,0,1,7690.359,-0.02764506,6,1,false,false,-0.6782884,1.0028156,10.793652,-0.011589738,0.0043215686,3
67.897934,0.023444522,52.38982908478975,4.5413631579117615,0,1,7681.374,-0.0281926,6,1,false,false,-0.35595888,1.005421,10.082736,-0.011523726,0.004212841,3
67.91733,0.023713551,52.3898384310483,4.54136962004774,0,1,7670.7954,-0.0281926,6,1,false,false,-0.2801767,1.0626363,11.153642,-0.011468954,0.002909526,3
67.93536,0.023982652,52.389847777032585,4.5413762294222595,0,1,7682.378,-0.027098281,6,1,false,false,-0.42739677,0.8912047,9.991519,-0.011432247,0.0019707517,3
67.953445,0.024251819,52.38985712329113,4.541382691558238,0,1,7681.0796,-0.025729807,6,1,false,false,-0.280999,1.0363266,10.438047,-0.011411171,0.00082626607,3
67.97219,0.024521058,52.38986646954967,4.541389153918323,0,1,7666.6333,-0.024634732,6,1,false,false,-0.31195155,0.9270159,9.86228,-0.011411095,0.00012884948,3
67.988914,0.024790363,52.38987581580822,4.541395763292843,0,1,7669.116,-0.023813797,6,1,false,false,-0.3754279,0.902633,10.539399,-0.011422132,-0.0006791643,3
68.00477,0.025059737,52.3898852517474,4.541402225428821,0,1,7687.007,-0.022445336,6,1,false,false,0.11737624,0.83780515,10.83389,-0.011446294,-0.001331274,3
68.01965,0.025329169,52.389894598005945,4.541408834803341,0,1,7688.212,-0.020803474,6,1,false,false,-0.51960045,0.927026,9.1621065,-0.0114843,-0.0024797113,3
68.03782,0.025598664,52.389903943990234,4.541415296939319,0,1,7684.6523,-0.019435007,6,1,false,false,-0.28949523,0.99434,10.135258,-0.0115312645,-0.0017372502,3
68.05407,0.02586823,52.38991338020367,4.541421906313839,0,1,7682.166,-0.018887464,6,1,false,false,-0.010613635,0.79603225,8.385603,-0.011561209,-0.0014214739,3
